Homolog.gene.primaryIdentifier,Homolog.gene.organism.shortName,Homolog.ortholog_gene.primaryIdentifier,Homolog.ortholog_gene.organism.shortName,Homolog.relationship
Potri.011G160300,P. trichocarpa,AT2G34790,A. thaliana,many-to-many
Potri.011G160400,P. trichocarpa,AT1G30760,A. thaliana,many-to-many
Potri.011G160400,P. trichocarpa,AT2G34790,A. thaliana,many-to-many
Potri.011G160900,P. trichocarpa,AT1G30760,A. thaliana,many-to-many
Potri.011G160900,P. trichocarpa,AT2G34790,A. thaliana,many-to-many
Potri.011G161100,P. trichocarpa,AT1G30760,A. thaliana,many-to-many
Potri.011G161100,P. trichocarpa,AT2G34790,A. thaliana,many-to-many
Potri.011G161400,P. trichocarpa,AT1G30760,A. thaliana,many-to-many
Potri.011G161400,P. trichocarpa,AT2G34790,A. thaliana,many-to-many
Potri.011G161500,P. trichocarpa,AT1G30760,A. thaliana,many-to-many
Potri.011G161500,P. trichocarpa,AT2G34790,A. thaliana,many-to-many
Potri.011G161600,P. trichocarpa,AT1G30760,A. thaliana,many-to-many
Potri.011G161600,P. trichocarpa,AT2G34790,A. thaliana,many-to-many
Potri.011G161800,P. trichocarpa,AT4G20860,A. thaliana,one-to-many
Potri.011G161800,P. trichocarpa,AT5G44360,A. thaliana,one-to-many
Potri.011G161900,P. trichocarpa,AT2G34780,A. thaliana,many-to-one
Potri.011G162000,P. trichocarpa,AT2G34770,A. thaliana,many-to-one
Potri.011G162400,P. trichocarpa,AT4G20880,A. thaliana,many-to-one
Potri.011G162500,P. trichocarpa,AT4G20890,A. thaliana,many-to-many
Potri.011G162500,P. trichocarpa,AT5G44340,A. thaliana,many-to-many
Potri.011G162700,P. trichocarpa,AT4G20820,A. thaliana,many-to-many
Potri.011G162700,P. trichocarpa,AT5G44410,A. thaliana,many-to-many
Potri.011G162700,P. trichocarpa,AT5G44440,A. thaliana,many-to-many
Potri.011G162800,P. trichocarpa,AT4G20820,A. thaliana,many-to-many
Potri.011G162800,P. trichocarpa,AT5G44410,A. thaliana,many-to-many
Potri.011G162800,P. trichocarpa,AT5G44440,A. thaliana,many-to-many
Potri.011G162900,P. trichocarpa,AT4G20820,A. thaliana,many-to-many
Potri.011G162900,P. trichocarpa,AT5G44410,A. thaliana,many-to-many
Potri.011G162900,P. trichocarpa,AT5G44440,A. thaliana,many-to-many
Potri.011G163000,P. trichocarpa,AT4G20820,A. thaliana,many-to-many
Potri.011G163000,P. trichocarpa,AT5G44410,A. thaliana,many-to-many
Potri.011G163000,P. trichocarpa,AT5G44440,A. thaliana,many-to-many
Potri.011G163400,P. trichocarpa,AT5G63890,A. thaliana,many-to-one
Potri.011G163500,P. trichocarpa,AT4G20900,A. thaliana,many-to-one
Potri.011G163600,P. trichocarpa,AT4G20910,A. thaliana,many-to-one
Potri.011G163700,P. trichocarpa,AT4G20940,A. thaliana,many-to-one
Potri.011G163900,P. trichocarpa,AT1G56200,A. thaliana,one-to-one
Potri.011G164000,P. trichocarpa,AT1G30580,A. thaliana,many-to-one
Potri.011G164100,P. trichocarpa,AT1G30520,A. thaliana,one-to-one
Potri.011G164400,P. trichocarpa,AT2G34730,A. thaliana,many-to-one
Potri.011G164500,P. trichocarpa,AT1G30540,A. thaliana,many-to-one
Potri.011G164700,P. trichocarpa,AT1G30570,A. thaliana,many-to-one
Potri.011G164800,P. trichocarpa,AT4G26540,A. thaliana,many-to-many
Potri.011G164800,P. trichocarpa,AT5G56040,A. thaliana,many-to-many
Potri.011G165000,P. trichocarpa,AT4G26530,A. thaliana,many-to-one
Potri.011G165100,P. trichocarpa,AT1G55810,A. thaliana,many-to-many
Potri.011G165100,P. trichocarpa,AT4G26510,A. thaliana,many-to-many
Potri.011G165200,P. trichocarpa,AT3G44730,A. thaliana,many-to-one
Potri.011G165400,P. trichocarpa,AT4G26500,A. thaliana,many-to-one
Potri.011G165500,P. trichocarpa,AT4G26490,A. thaliana,many-to-many
Potri.011G165500,P. trichocarpa,AT5G56050,A. thaliana,many-to-many
Potri.011G165600,P. trichocarpa,AT1G55790,A. thaliana,many-to-many
Potri.011G165600,P. trichocarpa,AT1G55800,A. thaliana,many-to-many
Potri.011G166000,P. trichocarpa,AT3G13230,A. thaliana,many-to-one
Potri.011G166100,P. trichocarpa,AT3G13235,A. thaliana,many-to-one
Potri.011G166400,P. trichocarpa,AT3G13290,A. thaliana,many-to-many
Potri.011G166400,P. trichocarpa,AT3G13300,A. thaliana,many-to-many
Potri.011G166500,P. trichocarpa,AT3G13310,A. thaliana,many-to-one
Potri.011G166700,P. trichocarpa,AT1G55740,A. thaliana,one-to-one
Potri.011G166800,P. trichocarpa,AT5G56090,A. thaliana,one-to-one
Potri.011G166900,P. trichocarpa,AT1G55720,A. thaliana,many-to-many
Potri.011G166900,P. trichocarpa,AT1G55730,A. thaliana,many-to-many
Potri.011G166900,P. trichocarpa,AT3G13320,A. thaliana,many-to-many
Potri.011G167000,P. trichocarpa,AT5G23810,A. thaliana,many-to-one
Potri.011G167200,P. trichocarpa,AT5G23810,A. thaliana,many-to-one
Potri.011G167500,P. trichocarpa,AT5G23810,A. thaliana,many-to-one
Potri.011G167600,P. trichocarpa,AT5G56110,A. thaliana,many-to-one
Potri.011G167700,P. trichocarpa,AT3G13330,A. thaliana,many-to-one
Potri.011G167900,P. trichocarpa,AT5G56120,A. thaliana,many-to-one
Potri.011G168000,P. trichocarpa,AT4G26480,A. thaliana,many-to-many
Potri.011G168000,P. trichocarpa,AT5G56140,A. thaliana,many-to-many
Potri.011G168300,P. trichocarpa,AT1G55690,A. thaliana,many-to-one
Potri.011G168500,P. trichocarpa,AT5G56170,A. thaliana,many-to-one
Potri.011G168600,P. trichocarpa,AT1G55680,A. thaliana,many-to-many
Potri.011G168600,P. trichocarpa,AT3G13340,A. thaliana,many-to-many
Potri.011G168700,P. trichocarpa,AT1G55670,A. thaliana,many-to-one
Potri.011G168800,P. trichocarpa,AT3G13350,A. thaliana,one-to-one
Potri.011G169000,P. trichocarpa,AT4G26455,A. thaliana,many-to-many
Potri.011G169000,P. trichocarpa,AT5G56210,A. thaliana,many-to-many
Potri.011G169100,P. trichocarpa,AT5G56240,A. thaliana,many-to-many
Potri.011G169100,P. trichocarpa,AT5G56250,A. thaliana,many-to-many
Potri.011G169200,P. trichocarpa,AT4G26450,A. thaliana,many-to-one
Potri.011G169300,P. trichocarpa,AT5G56270,A. thaliana,many-to-one
Potri.011G169600,P. trichocarpa,AT1G55610,A. thaliana,many-to-many
Potri.011G169600,P. trichocarpa,AT3G13380,A. thaliana,many-to-many
Potri.011G169700,P. trichocarpa,AT5G56260,A. thaliana,one-to-one
Potri.011G169800,P. trichocarpa,AT1G55590,A. thaliana,one-to-one
Potri.011G169900,P. trichocarpa,AT4G26430,A. thaliana,one-to-many
Potri.011G169900,P. trichocarpa,AT5G56280,A. thaliana,one-to-many
Potri.011G170000,P. trichocarpa,AT5G56290,A. thaliana,many-to-one
Potri.012G000100,P. trichocarpa,AT5G24130,A. thaliana,many-to-one
Potri.012G000600,P. trichocarpa,AT5G53180,A. thaliana,many-to-one
Potri.012G000700,P. trichocarpa,AT5G53170,A. thaliana,many-to-one
Potri.012G000800,P. trichocarpa,AT5G53160,A. thaliana,many-to-one
Potri.012G001100,P. trichocarpa,AT5G53150,A. thaliana,many-to-one
Potri.012G001400,P. trichocarpa,AT5G07680,A. thaliana,many-to-many
Potri.012G001400,P. trichocarpa,AT5G61430,A. thaliana,many-to-many
Potri.012G001500,P. trichocarpa,AT3G22360,A. thaliana,many-to-many
Potri.012G001500,P. trichocarpa,AT3G22370,A. thaliana,many-to-many
Potri.012G001600,P. trichocarpa,AT3G22360,A. thaliana,many-to-many
Potri.012G001600,P. trichocarpa,AT3G22370,A. thaliana,many-to-many
Potri.012G001800,P. trichocarpa,AT4G29660,A. thaliana,one-to-one
Potri.012G002100,P. trichocarpa,AT5G53140,A. thaliana,many-to-one
Potri.012G002200,P. trichocarpa,AT5G53130,A. thaliana,many-to-one
Potri.012G002500,P. trichocarpa,AT3G49160,A. thaliana,one-to-one
Potri.012G002600,P. trichocarpa,AT5G53120,A. thaliana,many-to-one
Potri.012G003700,P. trichocarpa,AT5G10270,A. thaliana,many-to-many
Potri.012G003700,P. trichocarpa,AT5G64960,A. thaliana,many-to-many
Potri.012G004000,P. trichocarpa,AT4G27870,A. thaliana,many-to-one
Potri.012G004300,P. trichocarpa,AT5G24680,A. thaliana,one-to-one
Potri.012G004400,P. trichocarpa,AT3G49590,A. thaliana,many-to-one
Potri.012G004500,P. trichocarpa,AT3G49570,A. thaliana,many-to-many
Potri.012G004500,P. trichocarpa,AT3G49580,A. thaliana,many-to-many
Potri.012G004500,P. trichocarpa,AT5G24655,A. thaliana,many-to-many
Potri.012G004500,P. trichocarpa,AT5G24660,A. thaliana,many-to-many
Potri.012G004600,P. trichocarpa,AT3G49560,A. thaliana,many-to-many
Potri.012G004600,P. trichocarpa,AT5G24650,A. thaliana,many-to-many
Potri.012G004700,P. trichocarpa,AT5G24630,A. thaliana,one-to-one
Potri.012G004800,P. trichocarpa,AT5G24620,A. thaliana,many-to-one
Potri.012G004900,P. trichocarpa,AT3G49550,A. thaliana,many-to-many
Potri.012G004900,P. trichocarpa,AT5G24610,A. thaliana,many-to-many
Potri.012G005000,P. trichocarpa,AT5G54090,A. thaliana,many-to-one
Potri.012G005100,P. trichocarpa,AT1G18000,A. thaliana,many-to-many
Potri.012G005100,P. trichocarpa,AT1G18010,A. thaliana,many-to-many
Potri.012G005500,P. trichocarpa,AT4G27585,A. thaliana,many-to-many
Potri.012G005500,P. trichocarpa,AT5G54100,A. thaliana,many-to-many
Potri.012G005600,P. trichocarpa,AT2G15080,A. thaliana,many-to-many
Potri.012G005600,P. trichocarpa,AT3G05650,A. thaliana,many-to-many
Potri.012G005600,P. trichocarpa,AT3G05660,A. thaliana,many-to-many
Potri.012G005600,P. trichocarpa,AT3G11010,A. thaliana,many-to-many
Potri.012G005600,P. trichocarpa,AT3G11080,A. thaliana,many-to-many
Potri.012G005600,P. trichocarpa,AT3G23120,A. thaliana,many-to-many
Potri.012G005600,P. trichocarpa,AT3G28890,A. thaliana,many-to-many
Potri.012G005600,P. trichocarpa,AT4G13810,A. thaliana,many-to-many
Potri.012G005600,P. trichocarpa,AT4G13880,A. thaliana,many-to-many
Potri.012G005600,P. trichocarpa,AT5G25910,A. thaliana,many-to-many
Potri.012G005600,P. trichocarpa,AT5G27060,A. thaliana,many-to-many
Potri.012G005700,P. trichocarpa,AT2G15080,A. thaliana,many-to-many
Potri.012G005700,P. trichocarpa,AT3G05650,A. thaliana,many-to-many
Potri.012G005700,P. trichocarpa,AT3G05660,A. thaliana,many-to-many
Potri.012G005700,P. trichocarpa,AT3G11010,A. thaliana,many-to-many
Potri.012G005700,P. trichocarpa,AT3G11080,A. thaliana,many-to-many
Potri.012G005700,P. trichocarpa,AT3G23120,A. thaliana,many-to-many
Potri.012G005700,P. trichocarpa,AT3G28890,A. thaliana,many-to-many
Potri.012G005700,P. trichocarpa,AT4G13810,A. thaliana,many-to-many
Potri.012G005700,P. trichocarpa,AT4G13880,A. thaliana,many-to-many
Potri.012G005700,P. trichocarpa,AT5G25910,A. thaliana,many-to-many
Potri.012G005700,P. trichocarpa,AT5G27060,A. thaliana,many-to-many
Potri.012G005900,P. trichocarpa,AT5G24470,A. thaliana,many-to-one
Potri.012G006000,P. trichocarpa,AT5G53730,A. thaliana,many-to-one
Potri.012G006100,P. trichocarpa,AT5G24520,A. thaliana,many-to-one
Potri.012G006300,P. trichocarpa,AT5G24530,A. thaliana,many-to-one
Potri.012G006400,P. trichocarpa,AT5G54160,A. thaliana,one-to-one
Potri.012G006500,P. trichocarpa,AT4G27660,A. thaliana,many-to-many
Potri.012G006500,P. trichocarpa,AT5G54148,A. thaliana,many-to-many
Potri.012G006500,P. trichocarpa,AT5G54150,A. thaliana,many-to-many
Potri.012G006700,P. trichocarpa,AT3G49470,A. thaliana,many-to-one
Potri.012G007300,P. trichocarpa,AT5G24580,A. thaliana,many-to-one
Potri.012G007400,P. trichocarpa,AT5G54140,A. thaliana,many-to-one
Potri.012G007500,P. trichocarpa,AT3G49530,A. thaliana,many-to-many
Potri.012G007500,P. trichocarpa,AT5G24590,A. thaliana,many-to-many
Potri.012G007600,P. trichocarpa,AT5G54130,A. thaliana,many-to-one
Potri.012G007800,P. trichocarpa,AT2G15080,A. thaliana,many-to-many
Potri.012G007800,P. trichocarpa,AT3G05650,A. thaliana,many-to-many
Potri.012G007800,P. trichocarpa,AT3G05660,A. thaliana,many-to-many
Potri.012G007800,P. trichocarpa,AT3G11010,A. thaliana,many-to-many
Potri.012G007800,P. trichocarpa,AT3G11080,A. thaliana,many-to-many
Potri.012G007800,P. trichocarpa,AT3G23120,A. thaliana,many-to-many
Potri.012G007800,P. trichocarpa,AT3G28890,A. thaliana,many-to-many
Potri.012G007800,P. trichocarpa,AT4G13810,A. thaliana,many-to-many
Potri.012G007800,P. trichocarpa,AT4G13880,A. thaliana,many-to-many
Potri.012G007800,P. trichocarpa,AT5G25910,A. thaliana,many-to-many
Potri.012G007800,P. trichocarpa,AT5G27060,A. thaliana,many-to-many
Potri.012G007900,P. trichocarpa,AT2G15080,A. thaliana,many-to-many
Potri.012G007900,P. trichocarpa,AT3G05650,A. thaliana,many-to-many
Potri.012G007900,P. trichocarpa,AT3G05660,A. thaliana,many-to-many
Potri.012G007900,P. trichocarpa,AT3G11010,A. thaliana,many-to-many
Potri.012G007900,P. trichocarpa,AT3G11080,A. thaliana,many-to-many
Potri.012G007900,P. trichocarpa,AT3G23120,A. thaliana,many-to-many
Potri.012G007900,P. trichocarpa,AT3G28890,A. thaliana,many-to-many
Potri.012G007900,P. trichocarpa,AT4G13810,A. thaliana,many-to-many
Potri.012G007900,P. trichocarpa,AT4G13880,A. thaliana,many-to-many
Potri.012G007900,P. trichocarpa,AT5G25910,A. thaliana,many-to-many
Potri.012G007900,P. trichocarpa,AT5G27060,A. thaliana,many-to-many
Potri.012G008100,P. trichocarpa,AT2G33030,A. thaliana,many-to-one
Potri.012G008300,P. trichocarpa,AT2G15080,A. thaliana,many-to-many
Potri.012G008300,P. trichocarpa,AT3G05650,A. thaliana,many-to-many
Potri.012G008300,P. trichocarpa,AT3G05660,A. thaliana,many-to-many
Potri.012G008300,P. trichocarpa,AT3G11010,A. thaliana,many-to-many
Potri.012G008300,P. trichocarpa,AT3G11080,A. thaliana,many-to-many
Potri.012G008300,P. trichocarpa,AT3G23120,A. thaliana,many-to-many
Potri.012G008300,P. trichocarpa,AT3G28890,A. thaliana,many-to-many
Potri.012G008300,P. trichocarpa,AT4G13810,A. thaliana,many-to-many
Potri.012G008300,P. trichocarpa,AT4G13880,A. thaliana,many-to-many
Potri.012G008300,P. trichocarpa,AT5G25910,A. thaliana,many-to-many
Potri.012G008300,P. trichocarpa,AT5G27060,A. thaliana,many-to-many
Potri.012G008500,P. trichocarpa,AT2G33030,A. thaliana,many-to-one
Potri.012G008700,P. trichocarpa,AT2G15080,A. thaliana,many-to-many
Potri.012G008700,P. trichocarpa,AT3G05650,A. thaliana,many-to-many
Potri.012G008700,P. trichocarpa,AT3G05660,A. thaliana,many-to-many
Potri.012G008700,P. trichocarpa,AT3G11010,A. thaliana,many-to-many
Potri.012G008700,P. trichocarpa,AT3G11080,A. thaliana,many-to-many
Potri.012G008700,P. trichocarpa,AT3G23120,A. thaliana,many-to-many
Potri.012G008700,P. trichocarpa,AT3G28890,A. thaliana,many-to-many
Potri.012G008700,P. trichocarpa,AT4G13810,A. thaliana,many-to-many
Potri.012G008700,P. trichocarpa,AT4G13880,A. thaliana,many-to-many
Potri.012G008700,P. trichocarpa,AT5G25910,A. thaliana,many-to-many
Potri.012G008700,P. trichocarpa,AT5G27060,A. thaliana,many-to-many
Potri.012G009200,P. trichocarpa,AT2G15080,A. thaliana,many-to-many
Potri.012G009200,P. trichocarpa,AT3G05650,A. thaliana,many-to-many
Potri.012G009200,P. trichocarpa,AT3G05660,A. thaliana,many-to-many
Potri.012G009200,P. trichocarpa,AT3G11010,A. thaliana,many-to-many
Potri.012G009200,P. trichocarpa,AT3G11080,A. thaliana,many-to-many
Potri.012G009200,P. trichocarpa,AT3G23120,A. thaliana,many-to-many
Potri.012G009200,P. trichocarpa,AT3G28890,A. thaliana,many-to-many
Potri.012G009200,P. trichocarpa,AT4G13810,A. thaliana,many-to-many
Potri.012G009200,P. trichocarpa,AT4G13880,A. thaliana,many-to-many
Potri.012G009200,P. trichocarpa,AT5G25910,A. thaliana,many-to-many
Potri.012G009200,P. trichocarpa,AT5G27060,A. thaliana,many-to-many
Potri.012G009400,P. trichocarpa,AT2G15080,A. thaliana,many-to-many
Potri.012G009400,P. trichocarpa,AT3G05650,A. thaliana,many-to-many
Potri.012G009400,P. trichocarpa,AT3G05660,A. thaliana,many-to-many
Potri.012G009400,P. trichocarpa,AT3G11010,A. thaliana,many-to-many
Potri.012G009400,P. trichocarpa,AT3G11080,A. thaliana,many-to-many
Potri.012G009400,P. trichocarpa,AT3G23120,A. thaliana,many-to-many
Potri.012G009400,P. trichocarpa,AT3G28890,A. thaliana,many-to-many
Potri.012G009400,P. trichocarpa,AT4G13810,A. thaliana,many-to-many
Potri.012G009400,P. trichocarpa,AT4G13880,A. thaliana,many-to-many
Potri.012G009400,P. trichocarpa,AT5G25910,A. thaliana,many-to-many
Potri.012G009400,P. trichocarpa,AT5G27060,A. thaliana,many-to-many
Potri.012G009600,P. trichocarpa,AT2G15080,A. thaliana,many-to-many
Potri.012G009600,P. trichocarpa,AT3G05650,A. thaliana,many-to-many
Potri.012G009600,P. trichocarpa,AT3G05660,A. thaliana,many-to-many
Potri.012G009600,P. trichocarpa,AT3G11010,A. thaliana,many-to-many
Potri.012G009600,P. trichocarpa,AT3G11080,A. thaliana,many-to-many
Potri.012G009600,P. trichocarpa,AT3G23120,A. thaliana,many-to-many
Potri.012G009600,P. trichocarpa,AT3G28890,A. thaliana,many-to-many
Potri.012G009600,P. trichocarpa,AT4G13810,A. thaliana,many-to-many
Potri.012G009600,P. trichocarpa,AT4G13880,A. thaliana,many-to-many
Potri.012G009600,P. trichocarpa,AT5G25910,A. thaliana,many-to-many
Potri.012G009600,P. trichocarpa,AT5G27060,A. thaliana,many-to-many
Potri.012G009800,P. trichocarpa,AT4G27585,A. thaliana,many-to-many
Potri.012G009800,P. trichocarpa,AT5G54100,A. thaliana,many-to-many
Potri.012G009900,P. trichocarpa,AT2G15080,A. thaliana,many-to-many
Potri.012G009900,P. trichocarpa,AT3G05650,A. thaliana,many-to-many
Potri.012G009900,P. trichocarpa,AT3G05660,A. thaliana,many-to-many
Potri.012G009900,P. trichocarpa,AT3G11010,A. thaliana,many-to-many
Potri.012G009900,P. trichocarpa,AT3G11080,A. thaliana,many-to-many
Potri.012G009900,P. trichocarpa,AT3G23120,A. thaliana,many-to-many
Potri.012G009900,P. trichocarpa,AT3G28890,A. thaliana,many-to-many
Potri.012G009900,P. trichocarpa,AT4G13810,A. thaliana,many-to-many
Potri.012G009900,P. trichocarpa,AT4G13880,A. thaliana,many-to-many
Potri.012G009900,P. trichocarpa,AT5G25910,A. thaliana,many-to-many
Potri.012G009900,P. trichocarpa,AT5G27060,A. thaliana,many-to-many
Potri.012G010100,P. trichocarpa,AT2G15080,A. thaliana,many-to-many
Potri.012G010100,P. trichocarpa,AT3G05650,A. thaliana,many-to-many
Potri.012G010100,P. trichocarpa,AT3G05660,A. thaliana,many-to-many
Potri.012G010100,P. trichocarpa,AT3G11010,A. thaliana,many-to-many
Potri.012G010100,P. trichocarpa,AT3G11080,A. thaliana,many-to-many
Potri.012G010100,P. trichocarpa,AT3G23120,A. thaliana,many-to-many
Potri.012G010100,P. trichocarpa,AT3G28890,A. thaliana,many-to-many
Potri.012G010100,P. trichocarpa,AT4G13810,A. thaliana,many-to-many
Potri.012G010100,P. trichocarpa,AT4G13880,A. thaliana,many-to-many
Potri.012G010100,P. trichocarpa,AT5G25910,A. thaliana,many-to-many
Potri.012G010100,P. trichocarpa,AT5G27060,A. thaliana,many-to-many
Potri.012G010300,P. trichocarpa,AT2G15080,A. thaliana,many-to-many
Potri.012G010300,P. trichocarpa,AT3G05650,A. thaliana,many-to-many
Potri.012G010300,P. trichocarpa,AT3G05660,A. thaliana,many-to-many
Potri.012G010300,P. trichocarpa,AT3G11010,A. thaliana,many-to-many
Potri.012G010300,P. trichocarpa,AT3G11080,A. thaliana,many-to-many
Potri.012G010300,P. trichocarpa,AT3G23120,A. thaliana,many-to-many
Potri.012G010300,P. trichocarpa,AT3G28890,A. thaliana,many-to-many
Potri.012G010300,P. trichocarpa,AT4G13810,A. thaliana,many-to-many
Potri.012G010300,P. trichocarpa,AT4G13880,A. thaliana,many-to-many
Potri.012G010300,P. trichocarpa,AT5G25910,A. thaliana,many-to-many
Potri.012G010300,P. trichocarpa,AT5G27060,A. thaliana,many-to-many
Potri.012G010500,P. trichocarpa,AT2G15080,A. thaliana,many-to-many
Potri.012G010500,P. trichocarpa,AT3G05650,A. thaliana,many-to-many
Potri.012G010500,P. trichocarpa,AT3G05660,A. thaliana,many-to-many
Potri.012G010500,P. trichocarpa,AT3G11010,A. thaliana,many-to-many
Potri.012G010500,P. trichocarpa,AT3G11080,A. thaliana,many-to-many
Potri.012G010500,P. trichocarpa,AT3G23120,A. thaliana,many-to-many
Potri.012G010500,P. trichocarpa,AT3G28890,A. thaliana,many-to-many
Potri.012G010500,P. trichocarpa,AT4G13810,A. thaliana,many-to-many
Potri.012G010500,P. trichocarpa,AT4G13880,A. thaliana,many-to-many
Potri.012G010500,P. trichocarpa,AT5G25910,A. thaliana,many-to-many
Potri.012G010500,P. trichocarpa,AT5G27060,A. thaliana,many-to-many
Potri.012G010600,P. trichocarpa,AT2G15080,A. thaliana,many-to-many
Potri.012G010600,P. trichocarpa,AT3G05650,A. thaliana,many-to-many
Potri.012G010600,P. trichocarpa,AT3G05660,A. thaliana,many-to-many
Potri.012G010600,P. trichocarpa,AT3G11010,A. thaliana,many-to-many
Potri.012G010600,P. trichocarpa,AT3G11080,A. thaliana,many-to-many
Potri.012G010600,P. trichocarpa,AT3G23120,A. thaliana,many-to-many
Potri.012G010600,P. trichocarpa,AT3G28890,A. thaliana,many-to-many
Potri.012G010600,P. trichocarpa,AT4G13810,A. thaliana,many-to-many
Potri.012G010600,P. trichocarpa,AT4G13880,A. thaliana,many-to-many
Potri.012G010600,P. trichocarpa,AT5G25910,A. thaliana,many-to-many
Potri.012G010600,P. trichocarpa,AT5G27060,A. thaliana,many-to-many
Potri.012G010800,P. trichocarpa,AT4G27585,A. thaliana,many-to-many
Potri.012G010800,P. trichocarpa,AT5G54100,A. thaliana,many-to-many
Potri.012G011100,P. trichocarpa,AT1G18000,A. thaliana,many-to-many
Potri.012G011100,P. trichocarpa,AT1G18010,A. thaliana,many-to-many
Potri.012G011200,P. trichocarpa,AT5G54090,A. thaliana,many-to-one
Potri.012G011600,P. trichocarpa,AT5G24165,A. thaliana,one-to-one
Potri.012G011700,P. trichocarpa,AT5G53460,A. thaliana,many-to-one
Potri.012G012700,P. trichocarpa,AT5G24170,A. thaliana,many-to-one
Potri.012G012800,P. trichocarpa,AT5G06160,A. thaliana,many-to-one
Potri.012G013000,P. trichocarpa,AT1G16640,A. thaliana,many-to-many
Potri.012G013000,P. trichocarpa,AT3G06220,A. thaliana,many-to-many
Potri.012G013000,P. trichocarpa,AT3G53310,A. thaliana,many-to-many
